Batch,Batch_Size,Train_Loss,Test_Loss,Train_Valid_Dim_Loss,Train_Feature_Loss,Test_Valid_Dim_Loss,Test_Feature_Loss
185300,32,0.008543146774172783,,0.006126570515334606,0.002416576026007533,,
185400,32,0.017534080892801285,,0.010123583488166332,0.0074104974046349525,,
185500,32,0.014097651466727257,,0.010552958585321903,0.0035446924157440662,,
185600,32,0.016168667003512383,,0.011222288012504578,0.004946378991007805,,
185700,32,0.011794201098382473,,0.007496663369238377,0.004297537729144096,,
185800,32,0.009244602173566818,,0.007663899566978216,0.0015807028394192457,,
185900,32,0.018523672595620155,,0.00960720144212246,0.008916471153497696,,
186000,32,0.015062656253576279,,0.01087144948542118,0.004191206768155098,,
186100,32,0.01353326253592968,,0.00894695520401001,0.00458630733191967,,
186200,32,0.016544336453080177,,0.010499857366085052,0.006044479086995125,,
186300,32,0.009769277647137642,,0.005841505713760853,0.003927771467715502,,
186400,32,0.01533109974116087,,0.011408941820263863,0.003922157920897007,,
186500,32,0.012892637401819229,,0.0093757975846529,0.003516840049996972,,
186600,32,0.010195473209023476,,0.006495732348412275,0.0036997408606112003,,
186700,32,0.012232998386025429,,0.008075918070971966,0.004157080315053463,,
186800,32,0.012228806503117085,,0.00774523988366127,0.004483566619455814,,
186900,32,0.011509931646287441,,0.008766287006437778,0.0027436446398496628,,
187000,32,0.015780512243509293,,0.011298696510493755,0.004481815733015537,,
187100,32,0.012426408007740974,,0.009393487125635147,0.00303292041644454,,
187200,32,0.013266341760754585,,0.009397786110639572,0.003868555650115013,,
187300,32,0.01539987325668335,,0.00979345478117466,0.005606418009847403,,
187400,32,0.011232840828597546,,0.008308921940624714,0.0029239191208034754,,
187500,32,0.019777754321694374,0.013464170973747969,0.014901096001267433,0.004876658320426941,0.00986197148449719,0.003602199489250779
187600,32,0.016056673601269722,,0.010698242112994194,0.005358431953936815,,
187700,32,0.010703397914767265,,0.006912039592862129,0.0037913587875664234,,
187800,32,0.02123352698981762,,0.01440119557082653,0.0068323309533298016,,
187900,32,0.013127399608492851,,0.010690033435821533,0.0024373666383326054,,
188000,32,0.010335101746022701,,0.007763558067381382,0.0025715436786413193,,
188100,32,0.017004841938614845,,0.012884560972452164,0.004120281431823969,,
188200,32,0.008526347577571869,,0.005869037006050348,0.002657311037182808,,
188300,32,0.017260190099477768,,0.0122641921043396,0.004995997995138168,,
188400,32,0.01390429399907589,,0.009702522307634354,0.004201771225780249,,
188500,32,0.009718385525047779,,0.006967601366341114,0.002750784158706665,,
188600,32,0.010290934704244137,,0.006387421861290932,0.0039035126101225615,,
188700,32,0.012844454497098923,,0.007426774594932795,0.005417679436504841,,
188800,32,0.015222707763314247,,0.008047942072153091,0.007174766156822443,,
188900,32,0.011747295036911964,,0.00861577782779932,0.003131516743451357,,
189000,32,0.013105706311762333,,0.00992246251553297,0.0031832437962293625,,
189100,32,0.008092891424894333,,0.005967556498944759,0.002125335158780217,,
189200,32,0.017158763483166695,,0.013341841287910938,0.0038169219624251127,,
189300,32,0.009129326790571213,,0.005670643411576748,0.003458683378994465,,
189400,32,0.009474324993789196,,0.006691649556159973,0.002782675437629223,,
189500,32,0.015779849141836166,,0.009840864688158035,0.005938985385000706,,
189600,32,0.016547992825508118,,0.013154732063412666,0.0033932612277567387,,
189700,32,0.015860581770539284,,0.010642250068485737,0.005218331702053547,,
189800,32,0.01466880552470684,,0.010663198307156563,0.004005607217550278,,
189900,32,0.011626681312918663,,0.008996307849884033,0.002630373928695917,,
190000,32,0.010181339457631111,0.011580357607454062,0.007729021832346916,0.0024523178581148386,0.008247369527816772,0.003332987823523581
190100,32,0.011530693620443344,,0.007393783889710903,0.004136909730732441,,
190200,32,0.010225830599665642,,0.0056469314731657505,0.004578898660838604,,
190300,32,0.010924986563622952,,0.007957507856190205,0.0029674789402633905,,
190400,32,0.009413886815309525,,0.005863423924893141,0.0035504624247550964,,
190500,32,0.01953468844294548,,0.012515535578131676,0.007019152864813805,,
190600,32,0.009798090904951096,,0.006246681325137615,0.0035514100454747677,,
190700,32,0.010766005143523216,,0.006352265365421772,0.004413739312440157,,
190800,32,0.007278709672391415,,0.0035551968030631542,0.0037235128693282604,,
190900,32,0.019074145704507828,,0.011697040870785713,0.007377105765044689,,
191000,32,0.008102254010736942,,0.0047694058157503605,0.003332848194986582,,
191100,32,0.010206637904047966,,0.006607602350413799,0.003599036019295454,,
191200,32,0.01579240709543228,,0.009575746022164822,0.006216660141944885,,
191300,32,0.014438105747103691,,0.011169958859682083,0.0032681471202522516,,
191400,32,0.014375614933669567,,0.009671619161963463,0.004703995771706104,,
191500,32,0.014059631153941154,,0.008916584774851799,0.005143045913428068,,
191600,32,0.012048118747770786,,0.008048171177506447,0.0039999475702643394,,
191700,32,0.011021492071449757,,0.007079035975039005,0.003942456096410751,,
191800,32,0.010964515618979931,,0.00809925701469183,0.002865258837118745,,
191900,32,0.011185433715581894,,0.008048687130212784,0.0031367468181997538,,
192000,32,0.010997163131833076,,0.009101400151848793,0.0018957630963996053,,
192100,32,0.0182349756360054,,0.013019347563385963,0.0052156271412968636,,
192200,32,0.014578426256775856,,0.008895017206668854,0.0056834095157682896,,
192300,32,0.018222372978925705,,0.013922464102506638,0.00429990841075778,,
